AREA;REGIONE;PROVINCIA;2021_CodCom;NTN 2021 fino a 50 mq;NTN  2021 50 -| 85 mq;NTN 2021 85 -| 115 mq;NTN  2021 115 -| 145 mq;NTN  2021 oltre 145 mq;NTN 2021
Sud;Calabria;RC;I176;0;1;0;0;0;1
Centro;Toscana;PI;I177;2;31;28,27;28;40,25;129,52
Isole;Sicilia;RG;I178;24,5;69,06;63,89;25,9;17,75;201,1
Sud;Campania;BN;I179;0;0,22;0,22;3;5;8,44
Sud;Molise;CB;I181;5;4;4,5;4,5;2,5;20,5
Isole;Sardegna;CA;I182;3,5;3,75;0,83;4;3,67;15,75
Sud;Calabria;CS;I183;0;4;2;1;9;16
Isole;Sicilia;ME;I184;0;0;1;0;2;3
Isole;Sicilia;AG;I185;1;4;4;2,28;6;17,28
Centro;Toscana;GR;I187;8,5;27,5;11;17,5;18,83;83,33
Isole;Sicilia;PA;I188;17,1;17,93;24,78;34,5;33,93;128,24
Sud;Molise;IS;I189;1;1;0;2;2,5;6,5
Nord Ovest;Piemonte;AL;I190;1;1;0;1;4;7
Nord Est;Emilia-Romagna;BO;I191;2;41;30,77;15,34;14;103,11
Sud;Calabria;CS;I192;1;1;1;1;1;5
Sud;Puglia;FG;I193;6,67;10;4,67;1;1;23,34
Nord Est;Emilia-Romagna;RA;I196;0;5;7;7,33;13;32,33
Sud;Campania;BN;I197;5,5;7,5;17;9;27,72;66,72
Sud;Calabria;RC;I198;2;0;1;0;0;3
Isole;Sicilia;ME;I199;8;36,66;18;27,33;9;98,99
Nord Est;Emilia-Romagna;RN;I201;1;5,33;2,79;3,36;9,63;22,11
Isole;Sicilia;CT;I202;2,5;23;23;22,86;48,33;119,69
Nord Ovest;Lombardia;PV;I203;1;0;5,33;4;5,33;15,66
Isole;Sardegna;OR;I205;1;4,5;5;6;6,17;22,67
Nord Est;Veneto;BL;I206;7;24,26;14,75;10,5;26,53;83,04
Nord Est;Veneto;PD;I207;3;14,15;21;18;21,75;77,9
Sud;Campania;NA;I208;1;20,07;14;5,66;4;44,73
Nord Ovest;Piemonte;CN;I210;0;6;5;4;12;27
Nord Ovest;Lombardia;PV;I213;1;4,5;10;11,5;3,2;30,2
Sud;Calabria;RC;I214;0;0;0;0;0;0
Isole;Sicilia;ME;I215;25;29,76;6,67;6,85;2,5;70,78
Isole;Sicilia;CT;I216;1;5,5;3,91;3;4;17,41
Centro;Toscana;PI;I217;4,66;12;11,5;2;4;34,16
Sud;Campania;AV;I219;0;1;0;0;2;3
Isole;Sicilia;ME;I220;1;5,75;7;6,17;10;29,92
Nord Est;Veneto;TV;I221;5;37;44,5;27;40,92;154,42
Isole;Sicilia;AG;I224;0;10;8,67;16;16,72;51,39
Nord Ovest;Liguria;GE;I225;14,5;75,84;74;31,51;33,34;229,19
Nord Ovest;Lombardia;PV;I230;3;3,5;4;1;2;13,5
Centro;Toscana;PI;I232;8;38,83;34,13;31,34;49,75;162,05
Sud;Campania;CE;I233;15,97;23;32;29,25;32,83;133,05
Sud;Campania;CE;I234;28,28;50,14;77,55;114,75;79,36;350,08
Nord Ovest;Lombardia;PV;I236;1;14;15;8;6;44
Nord Ovest;Lombardia;PV;I237;1;10;13,1;10;21,88;55,98
Sud;Molise;IS;I238;2,25;3;2;0,25;5;12,5
Isole;Sicilia;CT;I240;1;6,69;12,42;11,1;4,5;35,71
Nord Est;Veneto;VE;I242;5;100,75;68;34;45,16;252,91
Nord Ovest;Lombardia;LC;I243;0;3,5;3,67;3,5;4,5;15,17
Sud;Abruzzo;CH;I244;0;4;4;6;5;19
Sud;Campania;CE;I247;3,53;5;3,2;2;3,25;16,98
Nord Est;Friuli- Venezia Giulia;UD;I248;0;8;7;8;18;41
Nord Ovest;Piemonte;VB;I249;8;30,01;11;7;7;63,01
Centro;Marche;AN;I251;4;2;7,67;5,33;10;29
Sud;Campania;SA;I253;9,33;16,5;8,33;4;2,66;40,82
Isole;Sicilia;ME;I254;3;4,67;3,34;4;2;17,01
Centro;Lazio;RM;I255;43,5;256,89;143,5;60,28;50,18;554,35
Centro;Lazio;FR;I256;6;6;0;1;1,5;14,5
Nord Ovest;Piemonte;TO;I258;4;16,67;13;11,92;10,5;56,09
Nord Est;Veneto;VR;I259;6;35,73;38,5;25,08;42,06;147,37
Sud;Campania;SA;I260;0;0;2;0;1,8;3,8
Sud;Campania;CE;I261;9;5;7;28,5;10;59,5
Sud;Campania;NA;I262;8,57;22,46;38,29;30,77;25,01;125,1
Centro;Umbria;PG;I263;2;2,5;1;0;3;8,5
Sud;Campania;AV;I264;0,5;4;1;1,5;2;9
Centro;Lazio;FR;I265;0;2;0;0;0,5;2,5
Sud;Calabria;CZ;I266;5,71;24,5;8,45;0;1;39,66
Isole;Sardegna;CA;I271;0,14;1;2;0;2,91;6,05
Sud;Campania;CE;I273;1,83;3;0;0;5;9,83
Nord Ovest;Lombardia;LO;I274;6,5;53;62,5;17,5;17;156,5
Nord Est;Veneto;PD;I275;0;19;20,32;24,67;33,88;97,87
Nord Ovest;Lombardia;PV;I276;2;4;5;3;3;17
Sud;Campania;BN;I277;6;2;3;1;11,5;23,5
Sud;Campania;SA;I278;0;3;2;1;0;6
Sud;Campania;AV;I279;0;1;1;0;1,5;3,5
Sud;Campania;AV;I280;1;1;4;0;1;7
Sud;Campania;AV;I281;0,76;0,38;7,38;6;8,15;22,67
Sud;Molise;IS;I282;0;1;0;0;1;2
Isole;Sicilia;ME;I283;0;4;7,18;5;3,5;19,68
Centro;Lazio;RM;I284;6;21,83;12;5;9;53,83
Centro;Marche;MC;I286;0;0,5;3,5;6,5;4,75;15,25
Centro;Marche;PS;I287;1;6;8,88;1,04;12,42;29,34
Sud;Basilicata;PZ;I288;0;1;1;1;0;3
Sud;Molise;CB;I289;1;0,67;0,89;1;0;3,56
Isole;Sicilia;AG;I290;1;1;3;1;1;7
Isole;Sicilia;TP;I291;3;11;9,83;9,15;9,89;42,87
Nord Est;Veneto;VR;I292;1,92;11,62;11,75;4,83;8,04;38,16
Sud;Campania;NA;I293;7,34;30,09;36,53;22,52;14,25;110,73
Isole;Sardegna;CA;I294;12;45,03;11,5;13,74;18,5;100,77
Nord Ovest;Piemonte;TO;I296;3;27,67;29;8;14;81,67
Isole;Sardegna;OR;I298;0;1;2;0;1;4
Sud;Campania;NA;I300;13,8;12;24,08;9,17;6;65,05
Sud;Campania;AV;I301;0;0,67;0;3,08;4;7,75
Centro;Lazio;FR;I302;2;3;1;1;3,5;10,5
Nord Est;Emilia-Romagna;RN;I304;6,5;66,47;79,05;45,88;51,67;249,57
Sud;Basilicata;PZ;I305;7;9,5;3;11,32;5,75;36,57
Sud;Campania;CE;I306;2;11;52,87;36,89;13,25;116,01
Sud;Campania;SA;I307;0;1;1;1;12,13;15,13
Sud;Calabria;KR;I308;1;3;1;2,44;3;10,44
Sud;Calabria;CS;I309;2;3;1;0;4,5;10,5
Nord Est;Emilia-Romagna;FO;I310;0;12,5;15,17;7;9;43,67
Isole;Sicilia;ME;I311;9,5;45;28,33;13,83;8,5;105,16
Isole;Sardegna;SS;I312;35,5;97,08;25,22;5,67;22,77;186,24
Isole;Sicilia;CT;I314;10;19,17;17,25;15,75;22,42;84,59
Centro;Marche;AP;I315;1;0;0;1;2;4
Nord Ovest;Piemonte;CN;I316;1;1;7;6;10;25
Sud;Campania;SA;I317;4,5;5,5;16,75;8;10;44,75
Sud;Abruzzo;TE;I318;1;12,66;11,5;15,61;19,58;60,35
Nord Est;Veneto;PD;I319;0;4;6;6,5;10,5;27
Sud;Molise;CB;I320;1;3,4;2,61;2;3;12,01
Centro;Lazio;FR;I321;1,5;4;5,5;6;10;27
Sud;Calabria;CZ;I322;2;2;4;0;2,5;10,5
Centro;Marche;AP;I324;2;24,01;25,36;19,62;25,29;96,28
Sud;Abruzzo;AQ;I326;3;8,5;3;2,28;5;21,78
Nord Ovest;Piemonte;TO;I327;1;24;37,83;19,5;19,33;101,66
Isole;Sicilia;ME;I328;0;3,67;2,61;0;1;7,28
Isole;Sardegna;NU;I329;54,29;144,71;76,84;17,5;17,83;311,17
Sud;Puglia;BA;I330;31,49;63,74;52;49,48;55,75;252,46
Sud;Abruzzo;PE;I332;5;5;3;2;1;16
Sud;Calabria;RC;I333;2;6,17;4;7,17;0,48;19,82
Sud;Abruzzo;CH;I335;0;0;5;6;4;15
Sud;Abruzzo;AQ;I336;0;0;0;0;1;1
Nord Ovest;Piemonte;VC;I337;5,15;30,99;39,5;12;33,5;121,14
Centro;Lazio;LT;I339;3;10,1;10,25;9,33;14,89;47,57
Sud;Calabria;RC;I341;4;5;8;7;3;27
Nord Est;Emilia-Romagna;RE;I342;2,5;38,5;48,18;32;28,5;149,68
Centro;Marche;PS;I344;0;2;1;3,67;4;10,67
Nord Ovest;Liguria;GE;I346;3;22;29,5;7,85;10;72,35
Nord Est;Veneto;BL;I347;7;14;6,05;2;4;33,05
Sud;Abruzzo;TE;I348;0;5;7,5;10,5;9;32
Sud;Calabria;VV;I350;3;6;6;0;4;19
Centro;Lazio;FR;I351;0;2;2,67;1;3;8,67
Centro;Lazio;RM;I352;7,75;11,24;6,5;2;4;31,49
Nord Est;Veneto;VI;I353;0;16,78;13,58;8,25;24,92;63,53
Isole;Sicilia;AG;I356;2;2;7;5;7;23
Sud;Campania;AV;I357;0;4;1,46;5,46;3,33;14,25
Sud;Calabria;CS;I359;0;0;1;1;3;5
Sud;Abruzzo;AQ;I360;0;1;1;1;1;4
Nord Ovest;Lombardia;MI;I361;7;18;28;3;11,25;67,25
Nord Ovest;Lombardia;LO;I362;1;3;8;4,33;10,5;26,83
Nord Ovest;Liguria;SP;I363;8;45,76;60,16;22,5;9,67;146,09
Centro;Lazio;FR;I364;4;2;0;0;1;7
Nord Ovest;Liguria;IM;I365;23;47,53;6;7,5;5,25;89,28
Nord Ovest;Piemonte;CN;I367;3;7,33;7;1;18,17;36,5
Nord Ovest;Liguria;GE;I368;9;19,67;7,5;1,33;3,83;41,33
Isole;Sicilia;ME;I370;9;8,05;9,61;7,17;2;35,83
Sud;Calabria;RC;I371;1;4;5,22;2;4,74;16,96
Nord Ovest;Piemonte;CN;I372;3;3;1;4;13,75;24,75
Nord Est;Veneto;VE;I373;4;21;44;22;48,02;139,02
Isole;Sardegna;OR;I374;1;1;2;1,8;3,5;9,3
Nord Est;Veneto;PD;I375;1;1;4;4,78;11,84;22,62
Sud;Abruzzo;PE;I376;2;5;2;4;3;16
Sud;Campania;SA;I377;22,32;17,79;9,46;16,67;7,83;74,07
Centro;Umbria;TR;I381;11,3;10;4;8,5;13,5;47,3
Nord Est;Veneto;TV;I382;2;27;31,5;19;27;106,5
Isole;Sardegna;OR;I384;1;11,55;6,17;4;7;29,72
Sud;Calabria;CS;I388;0;2;0;2;4,33;8,33
Sud;Abruzzo;AQ;I389;9,5;4,5;1,88;4;4,11;23,99
Centro;Toscana;LI;I390;33,72;90,55;55,47;17,5;15,25;212,49
Sud;Campania;NA;I391;2;15;29;21,75;10;77,75
Nord Est;Veneto;BL;I392;7,47;26,33;18;1,33;1,94;55,07
Sud;Calabria;CZ;I393;1;1,5;3;1;6;12,5
Sud;Abruzzo;CH;I394;11;22,67;19;9,17;9;70,84
Sud;Puglia;BR;I396;10;45,53;50,55;46,72;21,5;174,3
Centro;Lazio;RM;I400;4,09;15;3,83;0,5;2;25,42
Nord Est;Veneto;VI;I401;1;10,87;4;8,37;6,5;30,74
Isole;Sardegna;CA;I402;1;3;3;9;7,67;23,67
Nord Est;Friuli- Venezia Giulia;PN;I403;4,12;38,81;48,12;43,5;66,65;201,2
Nord Est;Friuli- Venezia Giulia;UD;I405;0;1;1;1;8,5;11,5
Isole;Sicilia;TP;I407;13,83;60;21,99;9;10,83;115,65
Centro;Lazio;FR;I408;0,67;2,78;2,11;0,33;4;9,89
Nord Ovest;Lombardia;MI;I409;8;39,97;47,8;12,5;21,5;129,77
Sud;Campania;SA;I410;0;1;2;2;2,79;7,79
Nord Ovest;Lombardia;BS;I412;3;13,5;15;7;16,63;55,13
Nord Est;Veneto;VR;I414;4;27;17;9;6,55;63,55
Nord Ovest;Lombardia;MI;I415;3;23;28,83;9;7,58;71,41
Nord Ovest;Lombardia;PV;I416;1;3;4;0;3;11
Nord Est;Veneto;TV;I417;2,83;18;13;7;23;63,83
Nord Est;Veneto;PD;I418;1;28,42;58,41;32;43,25;163,08
Isole;Sicilia;ME;I420;0;8;8;4,17;0,5;20,67
Nord Est;Friuli- Venezia Giulia;UD;I421;14,11;43,43;25;2;4,83;89,37
Sud;Campania;SA;I422;8,7;15,33;31,57;15,96;4;75,56
Sud;Calabria;CS;I423;1;3;5;0;3,17;12,17
Centro;Lazio;RM;I424;4;2,67;1,33;0;0;8
Nord Est;Veneto;VI;I425;1;8;8;11;20;48
Sud;Basilicata;PZ;I426;3,11;2;0;0;2,11;7,22
Isole;Sardegna;CA;I428;0;3;1,67;2;5;11,67
Nord Ovest;Piemonte;AL;I429;0;0;0;1;4;5
Nord Est;Veneto;VI;I430;2,25;13;33;16,83;28,66;93,74
Nord Ovest;Piemonte;AL;I432;0;1;2;3;4;10
Nord Ovest;Lombardia;BS;I433;7,07;28,75;63,45;21,34;21,25;141,86
Nord Est;Emilia-Romagna;PC;I434;0;4;10,5;11,5;15,5;41,5
Nord Est;Veneto;TV;I435;3;3;2;2;2,5;12,5
Centro;Marche;MC;I436;9,5;18,53;8,78;9,19;10;56
Nord Ovest;Lombardia;BG;I437;3,06;34,51;38,5;23,33;19;118,4
Sud;Campania;SA;I438;37,09;45,31;48,26;49,8;35,17;215,63
Nord Ovest;Lombardia;VA;I441;43,8;192,9;135,25;94,3;77,67;543,92
Nord Ovest;Valle d'Aosta;AO;I442;11;16;16,5;7;2,5;53
Isole;Sardegna;CA;I443;6;1,83;10,83;9,42;14,66;42,74
Nord Est;Emilia-Romagna;FO;I444;0;12;9,17;1;9,17;31,34
Centro;Toscana;SI;I445;3;15,24;11,25;13,5;21,38;64,37
Nord Ovest;Lombardia;PV;I447;0;2;3;2;11,17;18,17
Isole;Sardegna;NU;I448;0;0;0,67;0;0;0,67
Nord Ovest;Liguria;SP;I449;23,37;113,92;76,53;52,16;61,5;327,48
Sud;Campania;SA;I451;0;2;1;0;2;5
Isole;Sardegna;SS;I452;103,58;320,45;340,64;269,35;266,41;1300,43
Nord Ovest;Liguria;SV;I453;5;22,78;11,5;12,25;12,17;63,7
Centro;Toscana;LI;I454;1;6,5;3;1;3;14,5
Sud;Campania;BN;I455;1;1;1;1;0;4
Sud;Basilicata;PZ;I457;0;0;2,88;5;1;8,88
Nord Est;Emilia-Romagna;RN;I460;0;4;8,5;9,33;4;25,83
Centro;Marche;AN;I461;3;8,75;17,16;11;19,89;59,8
Nord Est;Emilia-Romagna;MO;I462;29,01;139,38;263,34;135,33;108,92;675,98
Sud;Calabria;CZ;I463;2,63;9;8;10;8,5;38,13
Nord Est;Friuli- Venezia Giulia;UD;I464;1;1;2;1;1;6
Nord Ovest;Piemonte;TO;I465;12,88;17,56;5;4;1;40,44
Nord Ovest;Piemonte;TO;I466;91,45;51,62;18,73;3;1,83;166,63
Sud;Puglia;TA;I467;2,5;10;28,42;26,5;36,83;104,25
Sud;Calabria;KR;I468;2;6;2;4;0;14
Sud;Campania;NA;I469;7,09;5,67;21,5;20,34;20,67;75,27
Nord Ovest;Piemonte;CN;I470;18,4;90,5;105,5;60,67;68,34;343,41
Sud;Campania;AV;I471;1;6;2;0;1;10
Nord Est;Emilia-Romagna;FO;I472;12,25;63,33;67;30;53,8;226,38
Nord Est;Emilia-Romagna;MO;I473;2;46,5;50,17;23,73;24,34;146,74
Nord Ovest;Liguria;GE;I475;4;18,5;13;11,58;12,25;59,33
Nord Ovest;Lombardia;BS;I476;4;4;8,36;1;4,33;21,69
Isole;Sicilia;ME;I477;4;6,83;2;3;5,5;21,33
Nord Est;Friuli- Venezia Giulia;UD;I478;0;1;1;0;2,5;4,5
Nord Ovest;Liguria;SV;I480;57,23;329,64;282,55;121,26;83,69;874,37
Sud;Abruzzo;PE;I482;1,87;5;1,67;4,87;6,5;19,91
Sud;Campania;SA;I483;22;53,38;82,67;72,65;39,22;269,92
Nord Ovest;Piemonte;CN;I484;0;0;0;0;0;0
Sud;Calabria;CS;I485;0;0;0;1;0;1
Sud;Campania;SA;I486;1;3;4;1;1;10
Nord Ovest;Lombardia;PV;I487;0;1;0;2,75;4;7,75
Sud;Calabria;CS;I489;272,35;235,22;41,08;23,35;7,69;579,69
Nord Ovest;Piemonte;TO;I490;0;8;4,5;14;11;37,5
Isole;Sicilia;ME;I492;2;2;5;3;1;13
Sud;Campania;AV;I493;0;0;1;4,44;1;6,44
Sud;Calabria;KR;I494;3;3;0;1;2,5;9,5
Nord Est;Emilia-Romagna;RE;I496;11;50,93;139,73;92,81;93,28;387,75
Nord Ovest;Lombardia;CR;I497;0;0;1;3;9,38;13,38
Nord Ovest;Lombardia;CR;I498;0;0;0;0;4;4
Centro;Lazio;RI;I499;21;20,5;12;8;12,67;74,17
Sud;Abruzzo;AQ;I501;11;11,8;7,5;1;2;33,3
Isole;Sardegna;OR;I503;0;1;2;2,67;3,75;9,42
Centro;Toscana;GR;I504;7,42;13;16,5;13,48;15,5;65,9
Nord Ovest;Lombardia;BG;I506;2,5;50;48,33;36,67;43,71;181,21
Sud;Molise;IS;I507;0;1;0;1,5;0;2,5
Centro;Toscana;GR;I510;10,5;41,75;12,5;13;7,33;85,08
Nord Ovest;Piemonte;TO;I511;0;0;0;1;7;8
Nord Ovest;Piemonte;CN;I512;2;0;3;1,5;11;17,5
Sud;Abruzzo;CH;I520;4;4;3;3,84;8,83;23,67
Centro;Umbria;PG;I522;1,83;4;1;1,75;2,5;11,08
Centro;Umbria;PG;I523;0;0;3,5;0;2;5,5
Sud;Abruzzo;CH;I526;5,93;3,93;5;3;2,66;20,52
Nord Est;Veneto;VI;I527;1;3;7;6;4;21
Nord Ovest;Lombardia;CO;I529;0;4,75;2;1;4;11,75
Nord Ovest;Lombardia;BG;I530;11,12;19,83;7;5,33;0;43,28
Nord Est;Veneto;VI;I531;22,14;111,54;144,89;106,83;179,67;565,07
Nord Ovest;Lombardia;MN;I532;0;0;2,3;2,75;2,5;7,55
Isole;Sicilia;AG;I533;41,82;99,06;81,75;72,48;61,49;356,6
Isole;Sicilia;PA;I534;1;0;2;5;0,5;8,5
Isole;Sicilia;RG;I535;34,45;106,4;90,93;42,67;44,86;319,31
Sud;Calabria;RC;I536;0;2;0;0;2;4
Sud;Calabria;RC;I537;8,5;17,5;11;2;4;43
Isole;Sicilia;PA;I538;1;0;0;1;1;3
Nord Ovest;Piemonte;TO;I539;0;3;0;3,05;12;18,05
Sud;Campania;NA;I540;3;12;27,94;18,94;22,5;84,38
Isole;Sicilia;PA;I541;1;2;0;1;2;6
Sud;Abruzzo;AQ;I543;2;0;2;1;0;5
Nord Ovest;Piemonte;VC;I544;5,49;2;7;2;6,25;22,74
Nord Ovest;Piemonte;VC;I545;25;26,42;10;1;1;63,42
Sud;Abruzzo;AQ;I546;4,67;2,5;7,5;1,5;13;29,17
Isole;Sicilia;CT;I548;18;31;15;22,47;9,2;95,67
Sud;Puglia;LE;I549;10;7;6,5;5;7,5;36
Nord Est;Veneto;VE;I551;7,18;51,51;71,56;63,83;88,38;282,46
Sud;Abruzzo;AQ;I553;4;9;5,83;6;10,19;35,02
Nord Ovest;Piemonte;AT;I555;2;2;1;2;9;16
Nord Ovest;Liguria;IM;I556;5;2,33;3;3;2;15,33
Sud;Abruzzo;AQ;I558;1;1;0;0;0;2
Sud;Puglia;LE;I559;3;0;3;1;1;8
Nord Ovest;Lombardia;LO;I561;2;15;6;8,83;1;32,83
Nord Est;Friuli- Venezia Giulia;UD;I562;1;0,1;3,77;3,16;31,9;39,93
Nord Est;Veneto;BL;I563;5;26,17;36;25,5;33,17;125,84
Isole;Sardegna;OR;I564;4;1;2,5;2;13,25;22,75
Isole;Sardegna;SS;I565;0;0;1;2;6,75;9,75
Nord Ovest;Lombardia;MI;I566;16;89,78;72,83;29,16;17,82;225,59
Nord Ovest;Lombardia;BG;I567;3;5;10;0;7;25
Centro;Marche;MC;I569;1;3;2;2;3;11
Isole;Sardegna;CA;I570;0;0;0;2;0;2
Centro;Toscana;GR;I571;3,34;11,5;4,9;4;5;28,74
Centro;Lazio;RM;I573;7;25,11;28,28;19,5;11;90,89
Nord Ovest;Lombardia;MI;I577;28,88;235,45;180;95,75;109,53;649,61
Nord Est;Veneto;TV;I578;0;5,5;4;4;11,5;25
Isole;Sardegna;CA;I580;14;133;85,85;36,61;42,07;311,53
Centro;Lazio;RI;I581;3;2;7;1;3;16
Isole;Sardegna;CA;I582;0;0;1;1;3;5
Centro;Umbria;PG;I585;1;1;2;2;2;8
Nord Ovest;Lombardia;BS;I588;0;0;2;1,5;2;5,5
Sud;Calabria;CZ;I589;2,92;4;1;0;0;7,92
Sud;Calabria;CZ;I590;7,5;44,01;22,92;16,5;12,5;103,43
Nord Est;Veneto;BL;I592;22,05;15,55;5;1,52;2;46,12
Nord Est;Veneto;VR;I594;4;6;5,66;1,67;2,5;19,83
Nord Est;Veneto;PD;I595;5,3;60,5;87,02;59,38;125,82;338,02
Nord Ovest;Lombardia;BG;I597;6,5;36,08;20;3,5;5,03;71,11
Isole;Sardegna;SS;I598;0;0;0;0;1;1
Nord Ovest;Lombardia;PV;I599;0;1,09;1;0,25;1;3,34
Sud;Calabria;RC;I600;0;3,51;3;3,25;3,5;13,26
Centro;Toscana;GR;I601;4;4,5;4,67;4;8;25,17
Nord Ovest;Lombardia;MI;I602;25,25;185,1;98,62;35,5;27,7;372,17
Isole;Sardegna;OR;I605;2;1;1;2;7,25;13,25
Sud;Campania;AV;I606;0;0;0;1;1;2
Nord Ovest;Lombardia;BS;I607;0;0;1;0;4,5;5,5
Centro;Marche;AN;I608;64,5;186,26;203,11;97,22;86,3;637,39
Isole;Sardegna;OR;I609;0;0;0;0;0;0
Sud;Basilicata;PZ;I610;2,79;11,14;11,13;5,5;0,67;31,23
Nord Ovest;Lombardia;CO;I611;0;5;9;8,5;8,5;31
Nord Ovest;Lombardia;LO;I612;2,67;4,33;7,66;3;7,59;25,25
Isole;Sardegna;OR;I613;0;0;0;0;0;0
Isole;Sardegna;SS;I614;7;9;4,5;6;14,5;41
Isole;Sardegna;CA;I615;0;3;10;5,58;15,38;33,96
Sud;Molise;CB;I618;0,5;1;1;1;3,97;7,47
Nord Est;Friuli- Venezia Giulia;PN;I621;0;0;9;6,17;13;28,17
Centro;Toscana;LU;I622;4;30,75;37;30,43;25,33;127,51
Isole;Sardegna;CA;I624;0;3;5;4;8;20
Nord Ovest;Lombardia;MI;I625;96,38;267,33;198,96;96,39;100,55;759,61
Nord Est;Veneto;BL;I626;2,5;9,58;2,4;2,5;9;25,98
Nord Ovest;Lombardia;CR;I627;0;14,74;16,46;3;9,84;44,04
Nord Ovest;Lombardia;BG;I628;45;130;135,31;63,22;58,92;432,45
Nord Ovest;Lombardia;BG;I629;14,86;37,33;13,56;2;2,6;70,35
Sud;Campania;AV;I630;1,19;6,16;11,22;6,72;6,86;32,15
Nord Ovest;Lombardia;BS;I631;2;6;2;2,33;10;22,33
Nord Ovest;Lombardia;MN;I632;2;9,17;16,88;14;46,09;88,14
Nord Ovest;Lombardia;BS;I633;66,5;125,95;55,45;29,28;29,61;306,79
Centro;Lazio;LT;I634;2;33,5;34,25;10;17,5;97,25
Nord Est;Veneto;TV;I635;2;8;3;7,67;23,92;44,59
Nord Ovest;Lombardia;SO;I636;2;1;0;2;1;6
Nord Ovest;Piemonte;AT;I637;0;0;0;0;3;3
Sud;Calabria;VV;I639;14,41;12,5;10,82;6,92;9,58;54,23
Nord Ovest;Liguria;GE;I640;5;25,42;40,52;13,41;12,33;96,68
Sud;Puglia;FG;I641;4,5;9,89;9;9,16;5,88;38,43
Sud;Calabria;CS;I642;0;0;0;1;0;1
Centro;Marche;AN;I643;1,67;4;4;7,16;5,83;22,66
Isole;Sicilia;CL;I644;19;12,19;11,36;13,89;5,87;62,31
Nord Ovest;Piemonte;AL;I645;1;0;3;1;7;12
Nord Ovest;Piemonte;CN;I646;0;0;0;0;3;3
Isole;Sardegna;CA;I647;5;5;8,8;2,75;25,14;46,69
Sud;Campania;SA;I648;0;0;1;0;0;1
Sud;Abruzzo;PE;I649;6;2;0;2;0;10
Centro;Marche;MC;I651;0;0;2;3;3;8
Sud;Campania;NA;I652;6;3;3;2;1,5;15,5
Centro;Marche;AN;I653;3;6;6,5;6;5,78;27,28
Centro;Marche;PS;I654;1;2;2,5;1;2;8,5
Sud;Calabria;CZ;I655;1;1;1;0;5;8
Sud;Calabria;RC;I656;0;1,8;3;0;1;5,8
Nord Ovest;Piemonte;AL;I657;1;17,5;35,5;8;20;82
Nord Ovest;Piemonte;CN;I659;0;3;3;3;4,67;13,67
Centro;Toscana;PT;I660;3;33;34,42;28,09;30,11;128,62
Centro;Marche;MC;I661;4;5;8,5;4;7;28,5
Nord Ovest;Lombardia;MN;I662;1;0;3,17;2;6,5;12,67
Nord Ovest;Piemonte;VC;I663;3;12;18,17;3;16,5;52,67
Sud;Campania;SA;I666;4;3,17;5;5,58;4;21,75
Isole;Sardegna;CA;I667;3;7;1,95;2;6,83;20,78
Isole;Sardegna;NU;I668;0;0;0;0;1;1
Centro;Lazio;FR;I669;5;8,5;11;9,67;7,67;41,84
Sud;Calabria;CZ;I671;0;4;6,8;3;6,33;20,13
Nord Est;Veneto;BL;I673;1,5;6,17;7;3,83;3,33;21,83
Sud;Campania;CE;I676;37,15;141,7;142,93;98,88;83,1;503,76
Sud;Campania;SA;I677;0;1;4;0;2;7
Nord Ovest;Piemonte;AT;I678;0;0;0;1;3;4
Sud;Molise;IS;I679;4;0;0;0;1;5
Centro;Toscana;AR;I681;2;3;5;4,33;2,89;17,22
Sud;Molise;IS;I682;2;5,5;4;4;1;16,5
Nord Ovest;Lombardia;CR;I683;1;1,5;5,5;8,5;13,67;30,17
Centro;Toscana;FI;I684;32,75;218,28;250,82;105,58;78,78;686,21
Nord Est;Friuli- Venezia Giulia;PN;I686;1;23;12,67;8;31,67;76,34
Nord Ovest;Lombardia;VA;I688;8;64;49,5;37,1;41;199,6
Nord Est;Emilia-Romagna;MO;I689;11,17;39,11;8;7;18,5;83,78
Nord Ovest;Lombardia;MI;I690;282,55;671,06;262,22;83,15;37,5;1336,48
Nord Ovest;Piemonte;TO;I692;69,78;53,03;13,04;8,04;1;144,89
Nord Ovest;Liguria;GE;I693;28,03;124,28;83,17;32;13,33;280,81
Isole;Sardegna;CA;I695;6;92,41;48,39;23,58;32,53;202,91
Nord Ovest;Lombardia;MI;I696;4;32,5;30;17;19;102,5
Centro;Lazio;FR;I697;0;1;0;1;2;4
Nord Ovest;Piemonte;AT;I698;0;0;4;0;8,5;12,5
Isole;Sardegna;CA;I699;0;18;17;10;11,5;56,5
Nord Ovest;Lombardia;MI;I700;26,37;144,5;113,09;30,89;14,67;329,52
Nord Ovest;Piemonte;TO;I701;0;1;0;2,25;2;5,25
Nord Ovest;Piemonte;TO;I702;1;4;7;3;9;24
Nord Ovest;Piemonte;TO;I703;14,39;222,08;237,05;61,82;58;593,34
Sud;Calabria;CZ;I704;2,5;12,75;12;8;9;44,25
Isole;Sardegna;CA;I705;0;1;0;0;0;1
Isole;Sardegna;NU;I706;1,5;2,8;5;1;2;12,3
Isole;Sardegna;NU;I707;0;0;1;1;0;2
Nord Ovest;Lombardia;MI;I709;30,98;171,89;119,9;33,17;37,59;393,53
Nord Ovest;Piemonte;AL;I711;0;2;1;2;17,17;22,17
Centro;Lazio;LT;I712;13,39;24,53;26,27;22,26;33,7;120,15
