AREA;Regione;prov;2021_CodCom;NTN_2021_Uffici;NTN_2021_Negozi_Lab;NTN_2021_Depositi_Comm_Autorimesse;NTN_2021_TCO_B04;NTN_2021_TCO_D02;NTN_2021_TCO_D05;NTN_2021_TCO_D08;NTN_2021_PRO;NTN_2021_AGR;;
Sud;Abruzzo;CH;G271;0;1;3,67;0;0;0;0;0;0;;
Sud;Calabria;CZ;G272;0;0;0;0;0;0;0;0;0;;
Isole;Sicilia;PA;G273;210,7;412,84;360,68;0;3;2;30;17,22;0;;
Centro;Lazio;RM;G274;2;10;36,95;0;0;0;0;3;0;;
Nord Ovest;Lombardia;PV;G275;1;0;4;0;0;0;0;0;0;;
Centro;Lazio;FR;G276;0;4;6,92;0;0;0;0;1;0;;
Sud;Calabria;RC;G277;0;0;1;0;0;0;0;0;0;;
Sud;Calabria;KR;G278;0;0;0;0;0;0;0;0;0;;
Nord Ovest;Piemonte;VB;G280;0;0;1;0;0;0;0;0;0;;
Nord Ovest;Liguria;SV;G281;0;0;3;0;0;0;0;0;0;;
Isole;Sicilia;AG;G282;1;6;58,41;0;0;1;0;0;0;;
Sud;Campania;NA;G283;2;6;20,5;0;0;0;0;0;0;;
Nord Est;Friuli- Venezia Giulia;UD;G284;5;8,5;8;0;0;0;1;2;0;;
Sud;Puglia;LE;G285;0;0;1;0;0;0;0;0;0;;
Isole;Sardegna;OR;G286;0;0;0;0;0;0;0;0;0;;
Isole;Sardegna;CA;G287;0;2;5;0;0;0;0;0;0;;
Sud;Calabria;RC;G288;1;8,25;15;0;0;0;0;1;0;;
Centro;Marche;AP;G289;0;0;2;0;0;0;0;0;0;;
Sud;Abruzzo;CH;G290;0;0;2;0;0;0;0;0;0;;
Sud;Puglia;BA;G291;1;12;37,67;0;0;0;1;4;0;;
Sud;Campania;SA;G292;0;1;3;0;0;0;0;1;0;;
Centro;Lazio;RM;G293;1;13;46,83;0;0;0;2;0;0;;
Sud;Abruzzo;CH;G294;0;0;0;0;0;0;0;0;0;;
Nord Ovest;Lombardia;BG;G295;2;4;13;0;0;0;0;4,42;0,33;;
Nord Est;Veneto;VR;G297;1;0;3,18;0;0;0;0;1;0,67;;
Sud;Calabria;CS;G298;0;0;0;0;0;0;0;0;0;;
Nord Est;Friuli- Venezia Giulia;UD;G300;0;0;10;1,5;0;0;0;0;0;;
Nord Ovest;Piemonte;CN;G302;0;0;1,25;0;1;0;0;0;0;;
Nord Ovest;Piemonte;TO;G303;0;1;8,66;0;0;0;0;1;3;;
Nord Ovest;Lombardia;PV;G304;0;0;0;0;0;0;0;0;1;;
Nord Ovest;Lombardia;CR;G306;0;4,5;8,16;0;0;0;0;3;1;;
Sud;Calabria;CS;G307;0;0;0;0;0;0;0;0;0;;
Centro;Umbria;PG;G308;0;2;15,06;0;0;0;1;1;5;;
Sud;Campania;NA;G309;0;11;25,6;0;0;0;0;0;0;;
Sud;Campania;BN;G311;0;0;3;0;0;0;0;0;0;;
Sud;Puglia;FG;G312;0;0;2,33;0;0;0;0;0;0;;
Isole;Sicilia;TP;G315;0;3;9,5;0;0;0;0;0;0;;
Nord Ovest;Lombardia;MI;G316;0;4,5;5,17;0;0;0;0;0;0;;
Sud;Calabria;CS;G317;1,5;4,5;16,66;0;0;0;0;5;0;;
Sud;Campania;BN;G318;0;0;0;0;0;0;0;0;0;;
Isole;Sicilia;TP;G319;1;4;12,37;0;0;1;0;1;0;;
Sud;Calabria;CS;G320;0;0;0;0;0;0;0;0;0;;
Nord Est;Veneto;RO;G323;0;0;0;0;0;0;0;0;1;;
Nord Ovest;Lombardia;MI;G324;9;15;28,41;0;0;0;1;9,22;0;;
Sud;Puglia;LE;G325;0;7;17;0;0;0;1;5;0;;
Nord Ovest;Lombardia;BS;G327;2;6;11;0;0;0;2;1,1;0;;
Nord Ovest;Piemonte;TO;G330;0;0;0,5;0;0;0;0;0;0;;
Sud;Calabria;CS;G331;0;1;1;0;0;0;0;0;0;;
Sud;Campania;CE;G333;3;2;17,93;0;0;0;0;1;0;;
Nord Ovest;Piemonte;AL;G334;0;0;4;0;0;0;0;0;0;;
Sud;Calabria;VV;G335;0;0;0;0;0;0;0;0;0;;
Nord Ovest;Lombardia;LC;G336;0;0;0;0;0;0;0;0;0;;
Nord Est;Emilia-Romagna;PR;G337;82,5;153,09;164,8;0;1;1;31,26;86,31;21,73;;
Nord Ovest;Piemonte;AL;G338;0;0;2;0;0;0;0;0;0;;
Nord Ovest;Piemonte;CN;G339;0;0;4;0;0;0;0;0;0;;
Sud;Campania;AV;G340;0;1;1;0;0;0;0;0;0;;
Nord Ovest;Lombardia;PV;G342;1;2;3,5;0;0;0;1;0;0;;
Centro;Umbria;TR;G344;0;0;5,5;0;0;0;0;0;0;;
Nord Ovest;Lombardia;BG;G346;0;1;6,67;0;0;0;1;2;0;;
Isole;Sicilia;TP;G347;1;6;21,36;0;0;0;0;0;0;;
Isole;Sicilia;PA;G348;1;12,58;51,97;0;0;0;0,17;7;2;;
Nord Ovest;Piemonte;NO;G349;0;0;2,25;0;0;0;0;3;0;;
Nord Ovest;Lombardia;BG;G350;0;0;4;0;0;0;0;1;0;;
Nord Est;Friuli- Venezia Giulia;UD;G352;5,33;3;12;1;0;0;0;2;0;;
Nord Est;Friuli- Venezia Giulia;PN;G353;0;0;8,05;0;1;0;0;11,2;0;;
Nord Ovest;Lombardia;BS;G354;0;0;0,33;0;0;0;0;0;0;;
Nord Ovest;Piemonte;AT;G358;0;0;2;0;0;0;0;0;0;;
Centro;Umbria;PG;G359;0;4;3;0;0;0;0;1;1;;
Nord Ovest;Lombardia;BS;G361;2;2;12,5;0;0;0;0;2;0;;
Centro;Lazio;FR;G362;0;1;5;0;0;0;0;0;0;;
Sud;Campania;CE;G364;0;0;10,5;0;0;0;2;9;0;;
Nord Est;Veneto;VR;G365;0;2;1,02;0;0;0;0;1;0;;
Nord Ovest;Piemonte;AL;G367;0;0;2;0;0;0;0;0;0;;
Nord Ovest;Lombardia;LC;G368;2;1,5;4,6;0;0;0;0;4;0;;
Sud;Campania;AV;G370;0;1;3,33;0;0;0;0;1;0;;
Isole;Sicilia;CT;G371;10;24,45;82,32;0;0;0;1;4;1;;
Sud;Calabria;CS;G372;0;1;0;0;0;0;1;0;0;;
Centro;Lazio;FR;G374;0;2;9;0;0;0;1;2;0;;
Isole;Sardegna;SS;G376;0;0;4,5;0;0;0;0;1;5;;
Isole;Sicilia;ME;G377;0;5;17,67;0;0;0;0;0;0;;
Sud;Puglia;LE;G378;0;0;5;0;0;0;0;0;0;;
Isole;Sardegna;OR;G379;0;0;0;0;0;0;0;0;0;;
Nord Est;Friuli- Venezia Giulia;UD;G381;0;2,8;10;0;0;0;0;0;0;;
Isole;Sardegna;CA;G382;0;0;0;0;0;0;0;0;0;;
Isole;Sardegna;CA;G383;0;0;0;0;0;0;0;0;0;;
Isole;Sardegna;OR;G384;0;0;1;0;0;0;0;1;1;;
Nord Ovest;Lombardia;MI;G385;0;6;4,5;0;0;0;0;0;0;;
Sud;Campania;BN;G386;0;0;0;0;0;0;0;0;0;;
Nord Ovest;Piemonte;TO;G387;0;0;4;0;0;0;0;0;0;;
Nord Ovest;Lombardia;PV;G388;20;59,08;55,75;0;0,33;2;9;10,53;0;;
Nord Est;Friuli- Venezia Giulia;UD;G389;1;3;16,33;0;0;0;0;20;3;;
Nord Ovest;Lombardia;BS;G391;0;0;5,14;0;0;0;0;0;1,51;;
Nord Ovest;Piemonte;TO;G392;0;0;11;0;0;0;0;0;0;;
Nord Est;Emilia-Romagna;MO;G393;1;13,82;41,82;0;0;0;2;5,03;6,66;;
Sud;Calabria;RC;G394;0;0;1;0;0;0;0;0;0;;
Centro;Toscana;PI;G395;0;5;5,11;0;0;0;1;5;2;;
Nord Ovest;Piemonte;AL;G397;0;0;11,85;0;0;0;0;0;1;;
Nord Ovest;Piemonte;TO;G398;0;2;27;0;0;0;0;0;0;;
Isole;Sicilia;CT;G402;0;2;31;0;0;0;0;0;0;;
Centro;Marche;AP;G403;0;0;3,33;0;0;0;0;1;0;;
Nord Est;Veneto;BL;G404;0;3;11;0;0;0;1,76;0;2,66;;
Nord Ovest;Lombardia;BS;G407;3;2;7;0;0;0;0;2;2,67;;
Nord Est;Veneto;TV;G408;2;4,08;13,97;0;0;0;0;1;0;;
Nord Ovest;Lombardia;SO;G410;0;0;0;0;0;0;0;0;0;;
Sud;Calabria;CS;G411;0;0;1;0;0;0;0;0;0;;
Nord Ovest;Lombardia;BG;G412;0;1,33;7,12;0;3;0;2;4,1;2;;
Nord Ovest;Lombardia;CO;G415;0;0;4,5;0;0;0;0;0;0;;
Centro;Marche;PS;G416;0;0;3,5;0;0;0;0;0;0;;
Nord Ovest;Lombardia;MN;G417;0;1;12,5;0;0;0;2;3,67;3;;
Nord Ovest;Lombardia;BG;G418;0;1;2,58;0;0;0;0;0;0;;
Centro;Toscana;FI;G420;0;3,84;16,67;0;0;0;0;0;0;;
Nord Ovest;Piemonte;NO;G421;0;1;3,95;0;0;0;0;0;0;;
Nord Est;Emilia-Romagna;PR;G424;0;1;16;0;0;0;0;7;1;;
Sud;Campania;SA;G426;0;4;13,18;0;0;0;0;1;0;;
Nord Ovest;Piemonte;AT;G430;0;0;0;0;0;0;0;0;0;;
Nord Ovest;Lombardia;SO;G431;1;1;9,75;0;0;0;0;0;0;;
Centro;Umbria;TR;G432;0;0;4;0;0;0;1;0;0;;
Nord Est;Emilia-Romagna;RN;G433;0;0;5;0;0;0;0;1;0;;
Sud;Abruzzo;CH;G434;0;0;0;0;0;0;0;0;0;;
Sud;Abruzzo;CH;G435;0;0;0;0;0;0;0;0;0;;
Centro;Marche;MC;G436;0;0;4,5;0;0;0;0;1;0;;
Sud;Abruzzo;TE;G437;0;0;2;0;0;0;0;0;0;;
Sud;Abruzzo;PE;G438;0;4,5;15,4;0;0;0;0;3;1;;
Sud;Calabria;CZ;G439;0;0;1;0;0;0;0;0;0;;
Sud;Abruzzo;CH;G441;0;0;0;0;0;0;0;0;0;;
Nord Est;Veneto;BL;G442;0;0;3,5;0;0;0;0;1;0;;
Centro;Lazio;RM;G444;0;0;0;0;0;0;0;0;0;;
Isole;Sardegna;NU;G445;0;2;0;0;0;0;0;3;0;;
Isole;Sardegna;CA;G446;0;0;0;0;0;0;0;0;0;;
Sud;Campania;SA;G447;0;4;7,16;0;0;0;0;0;0;;
Sud;Abruzzo;AQ;G449;0;0;4;0;0;0;0;0;0;;
Isole;Sardegna;SS;G450;0;1;1;0;0;0;0;2;2;;
Centro;Marche;PS;G453;0;0;17,33;0;0;0;0;1;0,5;;
Nord Ovest;Liguria;IM;G454;0;2;6;0;0;0;0;0;0;;
Sud;Campania;SA;G455;0;0;1;0;0;0;0;0;1;;
Nord Ovest;Lombardia;LC;G456;0;0;3,5;0;0;0;0;0;0;;
Nord Ovest;Piemonte;CN;G457;0;0;1;0;0;0;0;0;0;;
Nord Ovest;Piemonte;CN;G458;0;0;3;0;0;0;0;0;0;;
Nord Ovest;Valle d'Aosta;AO;G459;0;0;3;0;0;0;0;0;0;;
Nord Est;Veneto;PD;G461;0,67;1;10,21;0;0;0;2;0;0;;
Nord Ovest;Piemonte;TO;G462;0;0;1;0;0;0;0;0;0;;
Nord Ovest;Piemonte;TO;G463;0,33;1;11;0;0;0;0;0;0;;
Nord Ovest;Piemonte;TO;G465;0;0;11,82;0;0;0;0;1;0;;
Nord Est;Emilia-Romagna;BO;G467;5,5;10,66;27,17;0;0;0;0;11;5,5;;
Nord Ovest;Lombardia;CR;G469;0;6;16;0;0;0;0;0;2;;
Nord Ovest;Piemonte;VC;G471;0;0;2,14;0;0;0;0;0;0;;
Nord Ovest;Lombardia;BS;G474;0;0;2;0;0;0;0;0;0;;
Nord Ovest;Lombardia;BS;G475;0;0;2,43;0;0;0;0;0;0;;
Sud;Campania;SA;G476;0;0;4;0;0;0;0;0;0;;
Nord Ovest;Piemonte;TO;G477;0;0;7,5;0;0;0;0;0;0;;
Centro;Umbria;PG;G478;73,68;113,17;259,25;2;0;0;19,28;32,98;2;;
Centro;Marche;PS;G479;41;79,91;85,15;1;0;1;5;37,22;1;;
Centro;Toscana;LU;G480;0;0;13,75;0;0;0;0;0;0;;
Nord Est;Veneto;VR;G481;0;8,67;37,66;0;0;0;0;5;0;;
Sud;Abruzzo;PE;G482;52,03;101,5;95,74;1;1;1;6;11;0;;
Nord Ovest;Lombardia;CR;G483;0;0;1,5;0;0;0;0;0;0;;
Sud;Abruzzo;AQ;G484;0;0;4,98;0;1;0;0;0;0;;
Nord Ovest;Lombardia;LC;G485;2;0;2,82;0;0;0;0;3,12;0;;
Sud;Molise;IS;G486;0;0;0;0;0;0;0;0;0;;
Sud;Puglia;FG;G487;0;6;10,09;0;0,5;0;0;0;0;;
Nord Ovest;Lombardia;MI;G488;7;23,33;15,01;0;0;1;5;20;0;;
Nord Est;Veneto;VR;G489;2;8;25,8;0;0;0;0;3;0;;
Centro;Toscana;PT;G491;1;13,22;37,98;0;0;0;0;3,01;0;;
Sud;Abruzzo;AQ;G492;0;1;5,89;0;0;0;1;1;1;;
Sud;Abruzzo;AQ;G493;0;0,44;5,34;0;0;0;0;0;0;;
Sud;Campania;BN;G494;0;1;1;0;0;0;0;0;0;;
Sud;Molise;IS;G495;0;0;0;0;0;0;0;0;0;;
Sud;Basilicata;PZ;G496;0;0;4,3;0;0;0;0;0;0;;
Sud;Molise;IS;G497;0;0,17;1;0;0;0;0;0;0;;
Centro;Lazio;RI;G498;0;0;5;0;0;0;0;0;0;;
Sud;Abruzzo;PE;G499;0;0;0;0;0;0;0;0;0;;
Centro;Lazio;FR;G500;0;0;1;0;0;0;0;0;0;;
Nord Ovest;Lombardia;MI;G502;0;3;9,73;0;0;0;0;2;0;;
Nord Ovest;Lombardia;CR;G504;0;0;0;0;0;0;0;1;0;;
Nord Ovest;Piemonte;TO;G505;0;0;2,5;0;0;0;0;0;0;;
Sud;Molise;CB;G506;0;0;13,17;0;0;0;0;0;0;;
Centro;Lazio;RI;G507;0;0;1;0;0;0;0;0;0;;
Sud;Calabria;KR;G508;0;2;24,5;0;0;0;0;0;0;;
Sud;Campania;SA;G509;0;0;1;0;0;0;0;0;0;;
Isole;Sicilia;PA;G510;1;1;9;0;0;0;0;1;0;;
Isole;Sicilia;PA;G511;0;0;9;0;0;0;0;0;0;;
Sud;Molise;CB;G512;0;0;1;0;0;0;0;0;0;;
Centro;Lazio;RI;G513;0;1;2;0;0;0;0;0;0;;
Centro;Marche;PS;G514;0;2;1;0;0;0;0;1;0;;
Centro;Marche;MC;G515;0;1;7,5;0;0;0;0;3;0;;
Centro;Marche;AP;G516;0;1;3,44;0;0;0;0;0;0;;
Sud;Calabria;CZ;G517;0;0,33;2,6;0;0;0;0;0;0;;
Sud;Calabria;CZ;G518;0;1;3;0;0;0;0;0;0;;
Sud;Campania;AV;G519;0;0;0;0;0;0;0;0;0;;
Nord Ovest;Piemonte;NO;G520;0;0;5;0;0;0;0;0;0;;
Nord Ovest;Piemonte;BI;G521;0;0;5;0;0;0;0;0;0;;
Isole;Sicilia;ME;G522;0;1;3,17;0;0;0;0;0;0;;
Sud;Molise;IS;G523;0;0;1;0;0;0;0;0;0;;
Sud;Abruzzo;AQ;G524;0;0;0;0;0;0;0;0;0;;
Nord Est;Veneto;RO;G525;0;1;1;0;0;0;0;1;0;;
Nord Ovest;Piemonte;CN;G526;0;0;28,09;0;0;0;1;0;0;;
Nord Ovest;Piemonte;VC;G528;0;0;6;0;0;0;0;1;1;;
Nord Ovest;Lombardia;BS;G529;0;1;4;0;0;0;0;0;0;;
Nord Ovest;Piemonte;CN;G532;0;0;7;0;0;0;0;0;0;;
Nord Est;Veneto;PD;G534;0;2;3;0;0;0;0;0;1;;
Nord Est;Emilia-Romagna;PC;G535;59,66;104,61;77,08;0;1;0;7;25,55;2;;
Sud;Campania;SA;G538;0;1;7,52;0;0;0;0;0;0;;
Sud;Campania;SA;G540;0;0;1;0;0;0;0;0;0;;
Sud;Campania;CE;G541;0;2;1;0;0;0;0;0;1;;
Nord Ovest;Liguria;SV;G542;0;0;7,5;0;0;0;0;0;0;;
Isole;Sicilia;PA;G543;0;2;11;0;0;0;0;1;0;;
Nord Ovest;Valle d'Aosta;AO;G545;0;1;0;0;0;0;0;0;0;;
Nord Ovest;Lombardia;BS;G546;3;1;11;0;0;0;0;3;0;;
Centro;Toscana;SI;G547;1,34;2;5,84;0;0;0;1;2;0;;
Nord Ovest;Lombardia;BS;G549;0;1;11;0;0;0;0;0;0;;
Centro;Marche;PS;G551;0;1;3;0;0;0;0;1;0;;
Sud;Calabria;CS;G553;0;2;1;0;0;0;0;0;0;;
Sud;Abruzzo;PE;G555;0;3,16;18,06;0;0;0;1;0;1;;
Nord Ovest;Lombardia;CO;G556;0;0;9,58;0;0;0;0;0;0;;
Nord Est;Emilia-Romagna;PC;G557;0;0;8,5;0;0;0;1;0;1;;
Nord Ovest;Lombardia;CR;G558;0;1;3;0;0;0;0;0;0;;
Nord Ovest;Piemonte;TO;G559;0;2;29,83;0;0;0;1;1;0,5;;
Nord Est;Veneto;VI;G560;0;0;3;0;0;0;0;0;0;;
Nord Ovest;Piemonte;CN;G561;0;0;4;0;0;0;0;6;0;;
Nord Ovest;Lombardia;BG;G564;0;0;1;0;0;0;0;0;0;;
Nord Est;Veneto;VE;G565;1;10;12,85;0;0;0;2;16;0;;
Nord Est;Emilia-Romagna;BO;G566;2;2,5;9,45;0;0;0;0;3;2,68;;
Sud;Campania;NA;G568;0;5,2;15,33;0;0;0;1;0;0;;
Nord Est;Emilia-Romagna;BO;G570;2;9;30,64;0;0;0;2;9,5;3,67;;
Centro;Lazio;VT;G571;0;0;13;0;0;0;0;0;0;;
Nord Ovest;Lombardia;SO;G572;0;0;4;0;0;0;0;0,07;0;;
Nord Ovest;Lombardia;BG;G574;0;0;1,17;0;0;0;0;0,17;0;;
Nord Ovest;Piemonte;CN;G575;0;2;13;0;0;0;0;0;0;;
Nord Ovest;Lombardia;SO;G576;0;0;14,74;0;0;0;0;0,08;0;;
Nord Ovest;Piemonte;BI;G577;0;0;2;0;0;0;0;0;0;;
Nord Ovest;Lombardia;BG;G579;0;0;3,5;0;0;0;0;0,01;0;;
Isole;Sicilia;EN;G580;2;20,67;42,11;0;0;0;2;0,5;1;;
Centro;Toscana;LU;G582;0;0;6;0;0;0;0;1;1;;
Nord Ovest;Lombardia;BG;G583;0;0;2;0;0;0;0;0,01;0;;
Nord Est;Veneto;PD;G587;5;4;14,66;0;0;0;1;6;1;;
Nord Ovest;Lombardia;BG;G588;0;0;0;0;0;0;0;0;0;;
Sud;Abruzzo;PE;G589;0;0;0;0;0;0;0;0;0;;
Sud;Basilicata;PZ;G590;0;3;10;0;0;0;0;1;0;;
Centro;Lazio;FR;G591;0;0;0;0;0;0;0;0;0;;
Centro;Lazio;FR;G592;0;1;2;0;0;0;0;0;0;;
Nord Ovest;Piemonte;AT;G593;0;0;2;0;0;0;0;0;0;;
Nord Ovest;Piemonte;BI;G594;0;0;0;0;0;0;0;0;0;;
Sud;Campania;CE;G596;1;4;10,33;0;0;0;0;0;0;;
Isole;Sicilia;CT;G597;0;2;14;0;0;0;0;0;0;;
Centro;Lazio;FR;G598;0;1;11;0;0;0;0;0,5;0;;
Nord Ovest;Piemonte;VB;G600;2;2;7;0;0;0;0;1;0;;
Centro;Umbria;PG;G601;0;3;17,18;0;0;0;0;0;0;;
Centro;Toscana;SI;G602;0;2;9;0;0;0;0;1;3;;
Nord Ovest;Lombardia;CR;G603;0;0;3,5;0;0;0;0;0;0;;
Sud;Puglia;FG;G604;0;1;2,89;0;0;0;0;0;0,21;;
Nord Ovest;Liguria;SV;G605;0;7;11;0;3;0;4;0;0;;
Sud;Molise;IS;G606;0;0;0;0;0;0;0;0;0;;
Nord Ovest;Liguria;IM;G607;0;0;9;0;0;0;0;0;0;;
Sud;Abruzzo;TE;G608;0;0;0,06;0;2;0;0;0;0;;
Sud;Molise;CB;G609;0;0;3;0;0;0;0;0;0;;
Sud;Molise;CB;G610;0;0;0;0;0;0;0;0;0;;
Sud;Campania;AV;G611;0;1;10;0;0;0;0;0;0;;
Nord Ovest;Lombardia;PV;G612;0;0;3;0;0;0;0;0;1;;
Sud;Abruzzo;CH;G613;0;0;0;0;0;0;0;0;0;;
Sud;Basilicata;PZ;G614;0;1;5;0;0;0;0;0;0;;
Sud;Calabria;CS;G615;0;0;1;0;0;0;0;0;0;;
Sud;Basilicata;PZ;G616;0;5;6;0;0;0;0;0;0;;
Centro;Umbria;PG;G618;0;1,67;14,67;0;0;0;0;5;0;;
Nord Ovest;Piemonte;AL;G619;0;0;4;0;0;0;0;0;0;;
Sud;Campania;CE;G620;0;1,5;10,5;0;0;0;0;0;0;;
Sud;Abruzzo;PE;G621;0;0;1;0;0;0;0;0;0;;
Sud;Calabria;CS;G622;0;0;0;0;0;0;0;0;0;;
Sud;Basilicata;PZ;G623;0;0;0;0;0;0;0;0;0;;
Isole;Sicilia;EN;G624;0;3;8,5;0;0;0;0;0;0;;
Nord Ovest;Piemonte;CN;G625;0;0;0;0;0;0;0;0;0;;
Sud;Campania;BN;G626;0;0;3;0;0;0;0;0;0;;
Centro;Marche;PS;G627;0;1;3,5;0;0;0;0;3,5;0;;
Centro;Toscana;LU;G628;3;26,08;28,89;0;4;0;1;4;0;;
Sud;Campania;AV;G629;0;0;5;0;0;0;0;0;0;;
Sud;Campania;CE;G630;2;1;2,34;0;0;0;0;1;0;;
Sud;Campania;BN;G631;0;1;1,75;0;0;0;0;0;1,2;;
Nord Ovest;Liguria;IM;G632;0;1;7,5;0;0;0;1;0;0;;
Nord Ovest;Lombardia;MI;G634;3;26,33;8,77;0;0;0;1;3;0;;
Nord Ovest;Lombardia;PV;G635;0;0;2;0;0;0;0;0;0;;
Centro;Toscana;PT;G636;2;8;6,42;0;0;1;0;2,75;0;;
Nord Ovest;Lombardia;PV;G639;1;0;8;0;0;0;1;2;0;;
Nord Est;Veneto;BL;G642;6;12;14;0;1;0;3;0;0;;
Nord Est;Emilia-Romagna;BO;G643;2;8;18,75;0;0;0;0;4;0;;
Nord Est;Veneto;TV;G645;5;9;19,33;0;0;0;0;7,5;0;;
Nord Ovest;Liguria;GE;G646;0;0;6;0;0;0;0;0;0;;
Nord Ovest;Lombardia;CR;G647;0;2;1;0;0;0;0;0;0;;
Centro;Toscana;LU;G648;2;3;10,25;0;0;1;0;2;0;;
Nord Est;Emilia-Romagna;MO;G649;0;1,42;9;0;0;0;0;1;0;;
Nord Ovest;Lombardia;PV;G650;0;3;10,67;0;0;0;1;0;0;;
Nord Ovest;Lombardia;CR;G651;0;0;3,5;0;0;0;0;2;0,25;;
Centro;Toscana;AR;G653;1;0;13;0;0;0;0;1;19;;
Centro;Marche;MC;G657;0;0;1;0;0;0;0;0,5;0;;
Nord Ovest;Piemonte;VB;G658;0;0;1,5;0;0;0;0;1;0;;
Centro;Lazio;FR;G659;0;2;12;0;0;0;0;0;0;;
Nord Ovest;Liguria;IM;G660;0;2;2;0;1;0;0;0;0;;
Sud;Campania;CE;G661;0;2;6,09;0;0;0;1;2;10;;
Centro;Lazio;FR;G662;0;3;1;0;0;0;0;0;0;;
Sud;Basilicata;PZ;G663;1;0;5;0;0;0;0;0;0;;
Nord Ovest;Liguria;SP;G664;0;1;2;0;0;0;0;0;0;;
Nord Ovest;Lombardia;CO;G665;0;0;1;0;0;0;0;0;0;;
Nord Ovest;Piemonte;VC;G666;0;0;2;0;0;0;0;0;0;;
Isole;Sardegna;CA;G669;0;2;0;0;0;0;0;0;0;;
Sud;Campania;NA;G670;0;2;5,67;0;0;0;0;0;0;;
Nord Ovest;Lombardia;PV;G671;0;0;10;0;0;0;0;0;1;;
Nord Ovest;Piemonte;TO;G672;0;0;5,67;0;0;0;0;0;0;;
Nord Est;Veneto;RO;G673;0;1;2;0;0;0;0;1;0;;
Nord Ovest;Piemonte;TO;G674;4;22;96,38;0;0;0;4;6,07;1,34;;
Nord Ovest;Piemonte;AT;G676;0;0;0;0;0;0;0;0;0;;
Nord Ovest;Piemonte;TO;G678;4;3;21,5;0;0;0;1;1;1,5;;
Nord Est;Friuli- Venezia Giulia;PN;G680;0;0;3;0;0;0;0;0;0;;
Centro;Marche;PS;G682;0;1;6,25;0;0;0;0;2,5;0;;
Nord Ovest;Piemonte;CN;G683;0;2;3;0;0;0;0;0;0;;
Nord Ovest;Piemonte;TO;G684;0;0;13;0;0;0;0;4;0;;
Nord Ovest;Piemonte;VC;G685;0;0;0;0;0;0;0;0;0;;
Nord Ovest;Lombardia;MI;G686;5;37,26;15,7;0;0;0;2,5;4;0;;
Centro;Toscana;LI;G687;12;29;33,58;0;0;0;4;12;3;;
Nord Est;Veneto;PD;G688;1;3;12,5;0;0;0;0;5;0;;
Centro;Marche;MC;G690;0;1;4,34;0;0;0;0;0;0;;
Nord Ovest;Piemonte;TO;G691;2;5;27,29;0;0;0;1;9;0;;
Nord Ovest;Piemonte;AT;G692;0;1;1;0;0;0;0;0;0;;
Nord Est;Veneto;PD;G693;6,33;24,01;30,54;0;0;0;1;8;0;;
Nord Est;Veneto;VI;G694;3;14;8,58;0;0;0;0;1;0;;
Nord Est;Emilia-Romagna;PC;G696;0;0;5;0;0;0;0;0;3,14;;
Nord Ovest;Piemonte;CN;G697;0;0;2;0;0;0;0;0;0;;
Centro;Lazio;LT;G698;0;11;24,2;0;1;0;1;1;0;;
Isole;Sicilia;ME;G699;0;1;6;0;0;0;0;0;0;;
Centro;Toscana;PI;G702;41;89,35;47,03;5;3,05;2;10;21,49;0;;
Nord Ovest;Piemonte;NO;G703;0;1;2;0;0;0;1;0;0;;
Centro;Lazio;RM;G704;0;0;1;0;0;0;0;0;0;;
Nord Ovest;Piemonte;TO;G705;0;0;9;0;0;0;0;0;1;;
Sud;Campania;SA;G707;0;1;4;0;0;0;0;0;0;;
Nord Ovest;Lombardia;BS;G710;1;5,75;18,31;0;0;0;0;9,19;0;;
Sud;Basilicata;MT;G712;0,11;4;39,78;0;0;0;0;5;1;;
Centro;Toscana;PT;G713;18,32;72,85;85,82;0;1;0;9,18;17,07;0;;
Centro;Toscana;GR;G716;0;3;12,5;0;0;0;0;1;1;;
Nord Ovest;Lombardia;MN;G717;0;0;5,33;0;0;0;0;1;1,67;;
Nord Ovest;Lombardia;SO;G718;0;0;3,2;0;0;0;0;0;0;;
Nord Ovest;Piemonte;TO;G719;0;0;6;0;0;0;0;0;2;;
Nord Ovest;Lombardia;PV;G720;0;1;3;0;0;0;0;0;0;;
Nord Ovest;Lombardia;CR;G721;1;4,22;11,25;0;0;0;0;0;2,83;;
Sud;Calabria;VV;G722;0;9;10,63;0;0;0;0;1;1;;
Sud;Abruzzo;CH;G724;0;1;3,24;0;0;0;0;0;0;;
Sud;Abruzzo;AQ;G726;0;0;2;0;0;0;0;0;0;;
Sud;Molise;IS;G727;0;1;0;0;0;0;0;0;0;;
Sud;Calabria;VV;G728;0;0;0;0;0;0;0;0;0;;
Sud;Calabria;RC;G729;0;0;0,17;0;0;0;0;0;0;;
Sud;Calabria;CS;G733;0;0;0;0;0;0;0;0;0;;
Sud;Calabria;CZ;G734;1;2;5,5;0;0;0;0;0;0;;
Sud;Calabria;RC;G735;0;0;1;0;0;0;0;0;0;;
Nord Est;Friuli- Venezia Giulia;UD;G736;0;0;5;0;0;0;0;0;0;;
Nord Ovest;Lombardia;CO;G737;0;0;10;0;0;0;0;0;0;;
Isole;Sardegna;SS;G740;0;3;9;0;0;0;0;0;2,24;;
Nord Ovest;Liguria;SV;G741;0;0;2;0;0;0;0;0;0;;
Nord Ovest;Piemonte;CN;G742;0;0;10,67;0;0;0;0;4;0;;
